"image","head_x","head_y","tail_x","tail_y"
"img_00012.jpg",496.697687352841,519.417200488946,612.557368771163,696.984712331333
"img_00015.jpg",251.347773761099,362.004159262005,448.990759710002,398.339119567063
"img_00019.jpg",164.453012697357,457.1663810168,282.016512960066,415.643022158422
"img_00020.jpg",636.410832592583,716.272140293076,701.155948679292,528.586558253209
"img_00020.jpg",714.786499434389,676.409715789034,823.830905475163,487.063199394832
"img_00020.jpg",742.047600944583,513.638149064193,776.123977832324,389.068072489061
"img_00020.jpg",615.965006459937,477.097593268821,755.678151699679,395.711809906401
"img_00020.jpg",656.856658725228,423.947693930098,728.417050189486,350.866582339353
"img_00020.jpg",803.385079342518,460.48824972547,837.46145623026,347.544713630683
"img_00029.jpg",619.372644148712,503.672542938183,718.194137123163,370.797794591375
"img_00029.jpg",714.786499434389,470.453855851481,769.308702454776,349.205647985018
"img_00032.jpg",527.642004399921,553.71489679194,616.491028360236,530.533427743605
"img_00037.jpg",312.685252159034,282.413293831878,353.576904424324,420.832190232099
"img_00038.jpg",806.792717031292,395.711809906401,782.939253209873,256.193324142252
"img_00039.jpg",396.172375534002,182.059593941717,648.337564503292,161.296759481683
"img_00041.jpg",571.665716505873,131.62324756712,864.722557740454,163.181000299487
"img_00041.jpg",779.531615521099,208.026227866534,1048.73499293426,315.986960898316
"img_00041.jpg",145.711005409099,244.566783661907,401.283832067163,284.429208165949
"img_00043.jpg",573.36953535026,508.655346001188,592.111542638518,374.119663300045
"img_00045.jpg",769.308702454776,443.878906182119,805.088898186905,580.075523237598
"img_00055.jpg",196.825570740711,400.069355772066,360.392179801873,432.943843667119
"img_00057.jpg",476.251861220195,514.921820442303,518.847332329873,663.269361981512
"img_00085.jpg",544.404614995679,216.33089963821,881.760746184324,231.279308827226
"img_00090.jpg",326.315802914131,357.510319756694,592.111542638518,198.060621740524
"img_00090.jpg",380.838005934518,121.657641441109,704.563586368066,131.62324756712
"img_00090.jpg",673.894847169099,110.031100960763,987.397514536325,163.181000299487
"img_00090.jpg",823.830905475163,364.154057174034,1099.84955826587,475.436658914486
"img_00097.jpg",476.251861220195,515.299083418529,530.774064240583,387.407138134726
"img_00097.jpg",155.933918475421,487.063199394832,142.303367720324,663.122240954353
"img_00110.jpg",468.938184997571,122.539572492911,494.323620414803,255.446661703364
"img_00121.jpg",551.219890373228,380.763400717385,476.251861220195,513.638149064193
"img_00130.jpg",776.123977832324,157.836287071678,948.209681115421,88.6268388715671
"img_00130.jpg",987.397514536325,31.5290441064756,1166.29849319697,171.6781767117
"img_00134.jpg",377.430368245744,402.355547323742,523.958788863034,362.493122819699
"img_00136.jpg",142.303367720324,661.021671958191,728.417050189486,744.186202821081
"img_00154.jpg",319.500527536582,480.419461977491,414.91438282226,435.574234410444
"img_00156.jpg",362.09599864626,273.762112806864,626.18791952626,317.018017931933
"img_00163.jpg",428.544933577357,397.372744260736,571.665716505873,427.269562638768
"img_00177.jpg",851.092006985357,413.982087804087,864.722557740454,329.274435732997
"img_00186.jpg",909.021847694518,334.257238796002,1123.70302208729,231.279308827226
"img_00187.jpg",224.086672250905,386.227466132044,368.911274023808,448.515969512144
"img_00188.jpg",922.702843080604,212.174586146472,990.926200764417,246.17407408403
"img_00191.jpg",523.958788863034,400.694612969406,609.149731082389,502.011608583848
"img_00191.jpg",142.303367720324,460.48824972547,155.933918475421,666.444109663023
"img_00193.jpg",179.78738229684,349.892505826986,326.315802914131,393.148410952055
"img_00197.jpg",667.07957179155,480.419461977491,769.308702454776,357.510319756694
"img_00201.jpg",618.077618073813,348.172537896704,729.138898024205,349.717969166593
"img_00206.jpg",354.703725620024,187.447685828249,249.98880452394,94.7218096349091
"img_00208.jpg",87.7811646999372,168.163803362492,241.124860694776,194.738753031854
"img_00208.jpg",193.417933051937,291.07294558329,459.213672776324,254.532389787917
"img_00208.jpg",503.512962730389,364.154057174034,643.226107970131,483.741330686162
"img_00208.jpg",547.812252684453,101.726429189088,798.273622809357,254.532389787917
"img_00208.jpg",798.273622809357,201.382490449194,1069.18081906691,357.510319756694
"img_00208.jpg",667.07957179155,110.031100960763,966.951688403679,171.485672071162
"img_00208.jpg",479.65949890897,311.004157835311,990.805152225099,435.574234410444
"img_00209.jpg",670.487209480325,488.724133749167,701.155948679292,370.797794591375
"img_00211.jpg",437.064027799292,433.913300056109,558.035165750776,433.913300056109
"img_00215.jpg",576.674952815764,334.986550971894,542.705147865122,207.450355188185
"img_00219.jpg",469.436585842647,526.16027055891,568.258078817099,663.269361981512
"img_00227.jpg",544.404614995679,221.313702701215,873.241651962389,231.279308827226
"img_00228.jpg",857.907282362905,375.78059765438,851.092006985357,304.36042041797
"img_00233.jpg",704.563586368066,600.006735489619,673.894847169099,440.557037473449
"img_00233.jpg",847.684369296583,477.097593268821,851.092006985357,360.832188465364
"img_00236.jpg",726.142094598588,328.361294048065,834.845470440642,330.017608279022
"img_00236.jpg",899.388099846862,595.027885232184,856.925843658559,505.586916760492
"img_00237.jpg",684.714386044048,348.172537896704,786.256127712979,348.172537896704
"img_00239.jpg",900.502753472583,317.647895252651,1125.40684093168,227.957440118556
"img_00248.jpg",150.82246194226,672.260122074798,714.786499434389,744.186202821081
"img_00264.jpg",663.671934102776,244.566783661907,970.359326092454,262.837061559593
"img_00269.jpg",149.118643097873,453.84451230813,244.53249838355,397.372744260736
"img_00270.jpg",149.118643097873,497.028805520842,142.303367720324,643.191028702332
"img_00270.jpg",142.303367720324,467.131987142811,230.901947628453,427.269562638768
"img_00270.jpg",551.219890373228,417.303956512758,418.322020511034,463.81011843414
"img_00274.jpg",857.907282362905,369.136860237039,840.869093919034,287.751076874619
"img_00275.jpg",435.360208954905,440.557037473449,558.035165750776,430.591431347438
"img_00277.jpg",237.717223006002,317.647895252651,466.028948153873,129.962313212785
"img_00277.jpg",626.18791952626,181.451278197173,960.136413026131,143.249788047465
"img_00277.jpg",673.894847169099,304.36042041797,1014.65861604652,350.866582339353
"img_00278.jpg",547.812252684453,666.444109663023,648.337564503292,482.080396331827
"img_00281.jpg",476.251861220195,317.647895252651,844.276731607808,284.429208165949
"img_00281.jpg",530.774064240583,131.62324756712,844.276731607808,242.905849307572
"img_00281.jpg",660.264296414002,115.013904023769,963.544050714905,176.468475134167
"img_00281.jpg",847.684369296583,364.154057174034,1110.0724713322,354.188451048024
"img_00288.jpg",387.653281312066,462.149184079805,534.181701929357,427.269562638768
"img_00290.jpg",540.996977306905,221.313702701215,891.983659250647,276.124536394274
"img_00291.jpg",714.252662865863,142.854100180852,685.378328657818,290.266066736048
"img_00294.jpg",644.614562717048,257.139782116903,593.659855291085,416.1459482888
"img_00295.jpg",312.685252159034,280.683057626875,237.717223006002,406.990300592077
"img_00296.jpg",244.53249838355,453.84451230813,374.02273055697,450.52264359946
"img_00299.jpg",752.270514010905,430.591431347438,1041.91971755671,407.338350386747
"img_00300.jpg",590.262874796021,422.771205212629,644.614562717048,281.984495581262
"img_00301.jpg",374.02273055697,306.636600701916,627.891738370647,268.571404191855
"img_00317.jpg",357.876905047178,184.356823288471,254.748573664671,94.7218096349091
"img_00319.jpg",879.006216876477,614.903656003671,875.609236381412,467.491689448475
"img_00319.jpg",726.142094598588,323.392351355193,836.543960688174,326.704979817108
"img_00327.jpg",776.123977832324,154.375814661672,948.209681115421,92.0873112815726
"img_00337.jpg",60.5200631897437,375.78059765438,191.71411420755,251.210521079247
"img_00337.jpg",132.080454654002,483.741330686162,326.315802914131,350.866582339353
"img_00337.jpg",404.691469755937,307.682289126641,660.264296414002,124.979510149779
"img_00337.jpg",673.894847169099,101.726429189088,975.470782625615,211.348096575205
"img_00337.jpg",566.554259972712,257.854258496588,893.687478095034,261.176127205258
"img_00338.jpg",489.882411975292,407.338350386747,626.18791952626,487.063199394832
"img_00341.jpg",448.990759710002,164.42026799214,588.703904949744,232.650250036148
"img_00342.jpg",80.9658893223888,171.485672071162,241.124860694776,181.451278197173
"img_00342.jpg",210.456121495808,208.026227866534,471.140404687034,254.532389787917
"img_00342.jpg",564.850441128325,108.370166606428,830.646180852712,164.841934653822
"img_00342.jpg",673.894847169099,320.969763961321,994.212789913873,284.429208165949
"img_00344.jpg",196.825570740711,447.200774890789,319.500527536582,450.52264359946
"img_00003.jpg",293.943244870776,394.050875552066,600.630636860453,188.095015614513
"img_00003.jpg",380.838005934518,129.962313212785,709.675042901228,129.962313212785
"img_00003.jpg",675.598666013486,118.335772732439,987.397514536325,171.485672071162
"img_00003.jpg",830.646180852712,340.900976213343,1103.25719595465,450.52264359946
"img_00010.jpg",721.601774811937,603.328604198289,689.229216768583,437.235168764779
"img_00010.jpg",844.276731607808,402.355547323742,912.429485383292,314.326026543981
"img_00351.jpg",278.608875271292,460.48824972547,421.729658199808,443.878906182119
"img_00353.jpg",339.946353669228,275.492349011866,353.576904424324,426.022898847108
"img_00356.jpg",190.010295363163,354.188451048024,462.621310465099,390.729006843396
"img_00356.jpg",299.054701403937,148.232591110471,578.480991883421,129.962313212785
"img_00356.jpg",98.0040777662598,101.726429189088,190.010295363163,244.566783661907
"img_00361.jpg",350.16926673555,391.298869159628,346.761629046776,209.235977270598
"img_00366.jpg",660.264296414002,847.579943893864,292.239426026389,858.818394010471
"img_00369.jpg",341.650172513615,433.913300056109,483.067136597744,420.625825221428
"img_00381.jpg",551.219890373228,699.662796749725,653.449021036453,468.792921497146
"img_00381.jpg",646.633745658905,714.611205938741,728.417050189486,546.856836150896
"img_00381.jpg",845.980550452196,560.144310985576,782.939253209873,410.660219095417
"img_00384.jpg",745.455238633357,423.947693930098,832.349999697099,521.942820835869
"img_00385.jpg",612.557368771163,503.672542938183,593.815361482905,380.763400717385
"img_00396.jpg",271.793599893744,161.520065945151,566.554259972712,108.370166606428
"img_00396.jpg",707.971224056841,234.601177535896,1035.10444217916,282.768273811614
"img_00401.jpg",898.798934628196,387.407138134726,902.20657231697,301.0385517093
"img_00403.jpg",722.745114103524,323.392351355193,834.845470440642,326.704979817108
"img_00403.jpg",892.594138856733,598.340513694098,848.433392420899,495.649031374748
"img_00415.jpg",312.685252159034,457.1663810168,455.80603508755,448.861709245124
"img_00421.jpg",673.894847169099,190.006511258643,435.360208954905,96.1902859481323
"img_00447.jpg",87.7811646999372,169.824737716827,247.940136072324,194.738753031854
"img_00447.jpg",190.010295363163,282.768273811614,466.028948153873,244.566783661907
"img_00447.jpg",517.143513485486,350.866582339353,827.238543163937,483.741330686162
"img_00447.jpg",477.955680064582,304.36042041797,823.830905475163,281.107339457279
"img_00447.jpg",636.410832592583,254.532389787917,912.429485383292,457.1663810168
